# Andromeda
4766024451 1    83.23818487    -0.28675401 draw to delta
0113018561 1    81.53117520     6.36512418 draw to gamma
0705024001 1    84.03944174     9.94508131 draw to lambda
0129018731 1    89.04330337     7.40898100 draw to alpha
0113018561 0    81.53117520     6.36512418 move to gamma
0096014621 1    72.70797873     6.99207830 draw to pi 3
0092023451 1    73.04825643     5.63534680 draw to pi 4
0089025581 1    73.80417926     2.46960975 draw to pi 5
0085023621 1    74.87713264     1.74111570 draw to pi 6
0096014621 0    72.70797873     6.99207830 move to pi 3
0683012171 1    72.90548674     8.93074812 draw to pi 2
0688018671 1    73.97854840    10.17979395 draw to pi 1
# Pavo
8785018981 0   306.77483500   -56.67347667 move to alpha
9112016051 1   311.65166365   -66.13505833 draw to beta
9112016001 1   310.90637412   -66.69345972 draw to upsilon
9315018931 1   300.67298852   -72.85804533 draw to epsilon
9299023611 1   281.29666396   -71.40802522 draw to zeta
9062036151 1   266.88818699   -64.72973385 draw to eta
9059036551 1   272.58992121   -63.66379430 draw to pi
9068028231 1   276.23237126   -61.48310305 draw to xi
9074022031 1   283.48131737   -62.16392079 draw to lambda
9098019181 1   302.60821593   -66.12414141 draw to delta
9112016051 1   311.65166365   -66.13505833 draw to beta
9111014231 1   321.98609987   -65.28719904 draw to gamma
# Pegasus
1125021861 0   326.27343006     9.96056344 move to epsilon
0565019991 1   332.78111648     6.28929329 draw to theta
1155021871 1   340.59573910    10.92847574 draw to zeta
1155021861 1   341.90274054    12.27192901 draw to xi
1711024751 1   346.42045900    15.30544483 draw to alpha
1179017751 1     3.54767841    15.28643634 draw to gamma
1735031801 5     2.33579500    29.19375532 draw dotted to alpha And
2243018311 5   346.16682564    28.18242317 draw dotted to beta
1711024751 1   346.42045900    15.30544483 draw to alpha
2193020171 0   326.37079500    25.73066448 move to kappa
2208024711 1   331.96595309    25.43586419 draw to iota
2736018231 1   340.96786571    30.31862112 draw to eta
2243018311 1   346.16682564    28.18242317 draw to beta
2225018211 1   342.72333256    24.69998244 draw to mu
2221016661 1   341.85561177    23.66350025 draw to lambda
1670009181 1   326.34698722    17.43567642 draw to 9
1671009861 1   320.73485207    19.88398342 draw to 1
# Perseus
3320028081 0    51.41303119    49.92572069 move to alpha
3701013931 1    46.53707670    53.57752634 draw to gamma
3704013321 1    43.01476297    55.97105296 draw to eta
3291021181 1    26.20746339    50.78129725 draw to phi
3320028081 0    51.41303119    49.92572069 move to alpha
2859022741 1    47.68619254    44.92743900 draw to kappa
2851021681 1    47.34491687    41.02564721 draw to beta
2847015721 1    46.59095973    38.91151192 draw to rho
2846014281 1    43.72067363    38.41230528 draw to 20
2846014291 1    42.93789297    38.39449746 draw to 16
3320028081 0    51.41303119    49.92572069 move to alpha
3317030341 1    56.06233112    47.84540372 move to delta
2868016231 1    59.77512139    40.06236645 draw to epsilon
2369022731 1    60.04259613    35.84269684 draw to xi
2361028201 1    58.82482826    31.93720279 draw to zeta
2359012581 1    56.37089570    32.34554187 draw to omicron
# Phoenix
8043011791 0    23.00329958   -48.97819623 move to delta
7547011341 1    22.29184025   -43.22235318 draw to gamma
8033012321 1    18.99714817   -45.43464300 draw to nu
8032012281 1    16.72704086   -46.61977117 draw to beta
7527010311 1     6.79643280   -42.20281665 draw to alpha
8022012401 1     2.58474677   -45.64407744 draw to epsilon
8469015961 1    11.04497339   -57.36196539 draw to eta
8032012281 1    16.72704086   -46.61977117 draw to beta
# Pictor
8899022021 0   102.09604475   -61.96352276 move to alpha
8524012801 1    87.54010061   -56.16199246 draw to gamma
8099013921 1    86.93092062   -51.06109976 draw to beta
# Pisces
2278012601 0    18.17050917    30.18767002 move to tau
1751021781 1    20.12180496    27.36088274 draw to upsilon
1747022631 1    18.68930643    24.68141043 draw to phi
1198015971 1    23.11893345    15.44065459 draw to eta
0622005741 1    26.59276882     9.24984718 draw to omicron
0040013381 1    30.75127723     2.85238502 draw to alpha
0035004351 1    25.59928297     5.58059143 draw to nu
0034012871 1    22.78694365     6.23898234 draw to mu
0612014461 1    15.97703501     7.98915828 draw to epsilon
0604013011 1    12.41037929     7.68584607 draw to delta
0593016971 1     0.06453972     6.96659904 draw to omega
0591017441 1   355.22291928     5.72998262 draw to iota
0584015151 1   352.22781504     6.48112693 draw to theta
0580018841 1   349.52549602     3.38349472 draw to gamma
0578014151 1   351.96965058     1.35780387 draw to kappa
0586014581 1   355.74879988     1.88312297 draw to lambda
0591017441 1   355.22291928     5.72998262 draw to iota
# Pisces Austrinus
6977012671 0   344.66439845   -29.52256056 move to alpha
6966015091 1   340.41859390   -26.94664460 draw to epsilon
6961016261 1   333.83908491   -27.67456329 draw to lambda
7487019841 1   327.20455048   -30.81185082 draw to theta
7490018391 1   326.51067603   -32.93978449 draw to iota
7492014661 1   332.36377860   -32.89725731 draw to mu
7497015111 1   338.13763317   -32.25051926 draw to beta
7508013131 1   343.38767154   -32.77680690 draw to gamma
7508013121 1   344.24204779   -32.44063115 draw to delta
6977012671 1   344.66439845   -29.52256056 draw to alpha
# Puppis
6557045221 0   117.51821128   -24.90722021 move to xi
6547026271 1   114.89759604   -26.84710199 draw to k
6551034611 1   114.03173114   -28.41107283 draw to unnamed
7105035161 1   112.85755377   -31.00214559 draw to unnamed
7115030191 1   109.44919786   -37.13165180 draw to pi
7626022031 1    99.58192820   -43.21294415 draw to nu
8125023141 1   102.59842501   -50.63676625 draw to tau
7642014611 1   108.52479275   -44.67313607 draw to unnamed (L?)
7655026871 1   112.45504708   -43.34111317 draw to sigma
7663040931 1   121.05898603   -40.05620496 draw to zeta
6555032451 1   122.08379543   -24.35899840 draw to rho
6557045221 1   117.51821128   -24.90722021 draw to xi
# Pyxis
7144036391 0   130.20675140   -35.37467033 move to beta
7141027251 1   131.08423951   -33.25397720 draw to alpha
6580027811 1   132.83062382   -27.77995480 draw to gamma
# Reticulum
8870013851 0    56.10372563   -64.74960983 move to beta
8869024611 1    63.66608177   -62.42823763 draw to alpha
8508020411 1    64.20221375   -59.25685583 draw to epsilon
8868022211 1    60.40046553   -61.02811482 draw to iota
8868013181 1    59.76046611   -61.34821819 draw to delta
8870013851 1    56.10372563   -64.74960983 draw to beta
# Sagitta
1625010531 0   301.49448664    20.04453118 move to eta
1624034141 1   299.89447200    19.54327120 draw to gamma
1619035421 1   297.05315559    18.58094144 draw to delta
1606023421 1   295.46992280    17.52025093 draw to beta
1619035421 0   297.05315559    18.58094144 move to delta
1606023411 1   295.23077126    18.05767864 draw to alpha
# Sagittarius
7943021061 0   291.13691064   -44.76278294 move to beta 2
7942032411 1   299.13306458   -41.81851607 draw to iota
7935021391 1   291.29084833   -40.57851248 draw to alpha
7942032411 0   299.13306458   -41.81851607 move to iota
7448013571 1   300.23409295   -35.22461123 draw to theta 1
7448013561 1   300.26234197   -34.64595316 draw to theta 2
6900022361 1   300.94787121   -27.65712726 draw to 62
6899025961 1   299.51983207   -27.11933066 draw to 59
6893021321 1   294.45715916   -24.84115139 draw to 52
6879024981 1   289.16793661   -25.22302909 draw to psi
6881017771 1   287.02386722   -27.63990413 draw to tau
6885028371 1   285.94691036   -29.85206662 draw to zeta
6867024281 1   281.70238889   -26.97014162 draw to phi
6868018291 1   284.10273030   -26.27174616 draw to sigma
6881017771 1   287.02386722   -27.63990413 draw to tau
6868018291 0   284.10273030   -26.27174616 move to sigma
6295024921 1   286.44699553   -21.71242935 draw to omicron
6295002821 1   287.71572533   -20.99241720 draw to pi
6304003341 1   289.67903396   -18.91842555 draw to 53
6301024571 1   290.68629185   -17.81108975 draw to rho 1
6295024921 0   286.44699553   -21.71242935 move to omicron
6867024281 0   281.70238889   -26.97014162 move to phi
6861031801 1   277.27839557   -25.40845210 draw to lambda
6276030931 1   273.71748899   -21.05239959 draw to mu
6861031801 0   277.27839557   -25.40845210 move to lambda
6856021701 1   275.54424998   -29.81835278 draw to delta
7401034711 1   276.35021313   -34.37319699 draw to epsilon
7404070571 1   274.72094050   -36.75308413 draw to eta
6856021701 0   275.54424998   -29.81835278 move to delta
7391027101 1   271.74969161   -30.42077064 draw to gamma
6836001181 1   267.18146716   -27.83608940 draw to 3
6885028371 0   285.94691036   -29.85206662 move to zeta 
7401034711 1   276.35021313   -34.37319699 draw to epsilon
7391027101 1   271.74969161   -30.42077064 draw to gamma 
6867024281 0   281.70238889   -26.97014162 move to phi 
6856021701 1   275.54424998   -29.81835278 draw to delta 
# Scorpius
6208016231 1   241.62899787   -19.85455352 draw to beta
6779021941 1   240.35772605   -22.67277968 draw to delta
6783026971 1   239.99375779   -26.16577346 draw to pi
6791025091 1   239.50785123   -29.26650146 draw to rho
6779021941 0   240.35772605   -22.67277968 move to delta
6798005401 1   245.57911890   -25.63557159 draw to sigma
6803021581 1   247.63633275   -26.47137364 draw to alpha
6807010121 1   249.25938184   -28.25268167 draw to tau
7367008041 1   252.84683367   -34.32324985 draw to epsilon
7868018211 1   253.28188686   -38.07722662 draw to mu
7876028711 1   253.97356076   -42.38948144 draw to zeta
7882005691 1   258.37012033   -43.25954677 draw to eta
7892076791 1   264.66234463   -43.00770159 draw to theta
7889026691 1   267.21992860   -40.13226873 draw to iota 1
7885020651 1   265.94232718   -39.03749708 draw to kappa
7388010931 1   263.71667495   -37.11530265 draw to lambda
7889026691 0   267.21992860   -40.13226873 move to iota 1
7388010931 0   263.71667495   -37.11530265 move to lambda 
7387012491 0   263.00590167   -37.30856397 move to Lesath 
7388010931 1   263.71667495   -37.11530265 draw to lambda 
# Sculptor
6424022701 0    14.87375026   -29.25786058 move to alpha
6419010551 1     5.61149070   -28.87876318 draw to iota
6988013371 1   357.47074835   -28.02712250 draw to delta
7510010891 1   349.95456657   -32.43044953 draw to gamma
8013013571 1   353.48871133   -37.71604401 draw to beta
# Scutum
5122014261 0   282.03905010    -4.72655983 move to beta
5691013381 1   279.05359375    -8.22732338 draw to alpha
5702028821 1   277.56295167   -14.55248235 draw to gamma
5691013381 0   279.05359375    -8.22732338 move to alpha
5690012631 1   276.16794457    -8.92366955 draw to zeta
# Serpens
0457006871 0   284.28451491     4.22874518 move to theta       (start of Serpens Cauda)
5102004161 1   275.57105753    -2.88734135 draw to eta
5668014861 1   265.61433819   -12.88328348 draw to omicron
6248013691 1   264.66206339   -15.40822850 draw to xi
5653014311 1   260.46703025   -12.86417187 draw to nu
5022009361 0   237.64756589    -3.48544598 move to mu          (start of Serpens Caput)
0356012761 1   237.80678392     2.14156889 draw to omega
0360012261 1   237.93397105     4.42272010 draw to epsilon
0363011351 1   236.29409771     6.36818933 draw to alpha
0933012381 1   233.92244186    10.47804072 draw to delta
1495019941 1   236.76007909    15.36530465 draw to beta
1496021191 1   239.32474599    15.61201916 draw to gamma
1498017891 1   237.39372614    18.08611668 draw to kappa
1495019941 1   236.76007909    15.36530465 draw to beta
# Sextans
4912013811 0   157.80950338    -0.73226549 move to beta
4903017501 1   152.22125612    -0.46266248 draw to alpha
5475013791 1   148.35629364    -8.19247718 draw to gamma
# Taurus
1859014701 0    81.86555953    28.62270747 move to beta
1830021291 1    70.83951988    22.99101916 draw to tau
1273011041 1    67.42402076    19.22028939 draw to epsilon
1269012461 1    66.63979782    17.96905247 draw to 68
1268012671 1    66.00024139    17.58469948 draw to delta 1
1264010091 1    65.21126774    15.67110259 draw to gamma
1265011721 1    67.42940614    15.91070136 draw to theta 2
1266014161 1    69.24560176    16.54648726 draw to alpha
1310026971 1    84.68788999    21.15237700 draw to zeta
1264010091 0    65.21126774    15.67110259 move to gamma
0662015461 1    60.42699002    12.54141272 draw to lambda
0650014691 1    52.04316323     9.79630677 draw to xi
0650014711 1    51.45335708     9.09342748 draw to omicron
# Telescopium
8357038621 0   273.15078453   -45.94897324 move to epsilon
8359036501 1   277.08624942   -45.95592808 draw to alpha
8367027551 1   277.56205053   -49.05679147 draw to zeta
# Triangulum
1763030281 0    28.53531985    29.67000223 move to alpha
2312024321 1    31.01333280    33.37255699 draw to epsilon
2317016471 1    32.66136864    35.07424267 draw to beta
2318018751 1    34.60468036    33.93224389 draw to gamma
1763030281 1    28.53531985    29.67000223 draw to alpha
# Triangulum Australe
9275036411 0   252.65952155   -69.05875915 move to alpha
9027057121 1   239.20047912   -63.48281179 draw to beta
9034037411 1   234.60819338   -66.37687430 draw to epsilon
9259049051 1   230.16727253   -68.74574942 draw to gamma
9275036411 1   252.65952155   -69.05875915 draw to alpha
# Tucana
9120019181 0   337.15585944   -64.87156716 move to delta
9117019471 1   334.93946475   -60.16630645 draw to alpha
8837012971 1   349.62487301   -58.13465041 draw to gamma
9133016521 1     0.21545160   -65.47407292 draw to epsilon
8843017061 1     5.22547216   -64.77502893 draw to zeta
8844015191 1     8.09472192   -62.85608140 draw to beta
8837012971 1   349.62487301   -58.13465041 draw to gamma
# Ursa Major
3467012571 0   207.06838950    49.22150639 move to eta
3850013851 1   201.16530371    54.82929931 draw to zeta
3845011901 1   193.70803845    55.85972990 draw to epsilon
3837010701 1   184.08211022    56.92984058 draw to delta
3833010341 1   178.69777208    53.59175969 draw to gamma
3827010791 1   165.73546702    56.28257711 draw to beta
4146012741 1   166.21571479    61.65114194 draw to alpha
3837010701 1   184.08211022    56.92984058 draw to delta
3833010341 0   178.69777208    53.59175969 move to gamma
3452021401 1   176.75675203    47.67650988 draw to chi
2520026311 1   169.86878633    32.99288028 draw to nu
3452021401 0   176.75675203    47.67650988 move to chi
3012025191 1   167.67491332    44.39797314 draw to psi
3004014181 1   155.85696620    41.40553976 draw to mu
3007012861 1   154.55302879    42.82156397 draw to lambda
4146012741 0   166.21571479    61.65114194 move to alpha
4139013041 1   143.24018094    62.97946650 draw to 23
4127024311 1   127.94887569    60.65535905 draw to omicron
3820015221 1   148.07680548    58.95183516 draw to upsilon
3827010791 1   165.73546702    56.28257711 draw to beta
3820015221 0   148.07680548    58.95183516 move to upsilon
3432014511 1   143.53269470    51.59593502 draw dotted to theta
3420021491 1   135.12149741    47.96956172 draw dotted to iota
3424016261 1   136.22049993    47.08248535 draw dotted to kappa
# Ursa Minor
4628002371 0    43.72287889    89.34216275 move to alpha
4655010531 1   261.58285289    86.57255898 draw to delta
4580011541 1   251.03347605    82.00416208 draw to epsilon
4563027081 1   235.85794486    77.73680392 draw to zeta
4416017991 1   222.66830577    74.07974270 draw to beta
4414023141 1   230.17868693    71.76801152 draw to gamma
4567017641 1   244.24909842    75.71005576 draw to eta
4563027081 1   235.85794486    77.73680392 draw to zeta
# Vela
8206030331 0   161.89157655   -49.51797190 move to mu
8201033371 1   159.52250037   -48.32204172 draw to rho
7716037041 1   153.88029938   -42.21447093 draw to q
7696026201 1   142.85928682   -40.54893441 draw to psi
7689026171 1   137.16962349   -43.50806071 draw to lambda
7683022331 1   131.26540519   -42.71714809 draw to d
7670008661 1   129.57386567   -43.05461252 draw to e
8140065331 1   122.52578590   -47.39188731 draw to gamma
8573035711 1   131.30329849   -54.77646551 draw to delta
8588042001 1   140.67194980   -55.09029074 draw to kappa
8602020241 1   149.37864962   -54.65636328 draw to phi
8206030331 1   161.89157655   -49.51797190 draw to mu
8573035711 0   131.30329849   -54.77646551 move to delta
8595033121 5   139.39654896   -59.35339256 draw dotted to iota carina
8588042001 0   140.67194980   -55.09029074 move to kappa
8579026921 5   125.72341357   -59.56963064 draw dotted to epsilon
# Virgo
0273009241 0   177.90918572     1.66244939 move to beta
4940011581 1   185.21378770    -0.76934450 draw to eta
4949011201 1   190.65421071    -1.55079059 draw to gamma
0294010321 1   194.13759591     3.29766242 draw to delta
0886013261 1   195.77651827    10.85992095 draw to epsilon
0294010321 0   194.13759591     3.29766242 move to delta
4966013661 1   203.91148649    -0.69018884 draw to zeta
5547015181 1   201.54284905   -11.25713362 draw to alpha
4963013161 1   197.72763646    -5.63709802 draw to theta
4949011201 1   190.65421071    -1.55079059 draw to gamma
4966013661 0   203.91148649    -0.69018884 move to zeta
0316012711 1   210.64726688     1.45585907 draw to tau
0326014261 1   221.79729027     1.81600671 draw to 109
5547015181 0   201.54284905   -11.25713362 move to alpha
5558017381 1   213.47127181   -10.36008878 draw to kappa
4982016451 1   214.24684670    -6.08479477 draw to iota
4997009421 1   221.00861057    -5.73530068 draw to mu
# Volans
8939027291 0   135.68362950   -66.46949812 move to alpha
8937028201 1   126.48385833   -66.19773079 draw to beta
9193030901 1   121.99627687   -68.67170493 draw to epsilon
9179021071 1   109.20422712   -67.99105721 draw to delta
9182014101 1   107.13534066   -70.52772276 draw to gamma
9188018641 1   115.39465593   -72.65035816 draw to zeta
9193030901 1   121.99627687   -68.67170493 draw to epsilon
# Vulpecula
2140030511 0   298.56186007    24.12861505 move to 13
2129027721 1   292.36994374    24.70420528 draw to alpha
1611020431 1   289.25322677    21.42423906 draw to 1
